LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT3,BILL_AMT5,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,dpnm
20000,1,3,2,26,2,0,0,0,0,0,14081,16985,9421,2000,2000,3000,1000,500,1000,1
200000,2,2,1,34,-1,0,-1,-1,-1,-1,795,3618,1496,1000,3618,0,1496,0,0,1
80000,2,2,2,23,0,0,2,0,0,0,54658,32431,23304,5573,5,2000,1000,132,1998,0
100000,2,1,2,42,0,-1,-1,0,0,0,60380,79527,19667,2200,22004,656,1000,396,300,0
150000,2,4,1,35,0,0,0,0,0,0,39708,36143,32447,1608,1510,1170,1183,1140,1141,0
80000,2,1,2,27,0,0,0,0,0,0,76306,77468,57474,3600,3574,2300,2300,2300,2200,0
20000,2,2,2,48,0,0,0,0,2,-1,7684,4519,1680,1200,2008,1680,0,5285,0,0
200000,2,2,1,26,0,0,0,-1,-1,-1,15150,16900,0,1411,1000,5000,0,282,8423,0
120000,2,2,1,41,2,0,0,0,0,2,36850,41256,46686,4000,2000,3500,3500,3000,0,1
30000,1,3,2,50,2,0,0,0,0,0,46868,38569,19895,1800,2200,1400,2000,30000,997,1
200000,1,1,2,37,0,0,0,0,0,0,118134,134110,135902,15034,20038,20019,5014,10047,10238,0
80000,2,3,2,38,0,0,0,0,0,0,77929,74525,49359,3006,2747,2344,1756,1758,1717,0
280000,2,1,1,46,-1,-1,-1,-1,-1,-1,11967,1699,2722,183,1699,0,2722,0,1041,1
500000,1,1,2,40,0,0,0,0,0,0,353356,321094,279250,17000,11684,15000,8995,9457,10000,0
120000,2,1,1,37,-1,-1,-1,-1,-1,-1,696,1878,247,0,1882,407,247,2000,0,0
220000,2,2,1,41,-1,0,0,-1,-1,-1,4016,2908,3054,3000,2000,3200,3054,0,0,0
360000,1,2,1,34,0,0,2,0,0,-1,6287,2224,-11,2505,5,12,0,2227,0,0
210000,2,1,1,35,0,0,0,-2,-2,-2,142422,0,0,6500,0,0,0,0,0,0
160000,2,1,1,28,1,3,2,0,0,0,4529,1170,780,0,0,0,0,0,0,1
100000,2,1,2,29,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,1
400000,2,1,2,31,-1,-1,-1,-1,0,0,4209,28082,68992,14894,28222,20214,57060,16017,115710,0
110000,2,2,1,46,0,0,0,0,0,0,111301,58442,53539,3075,3000,2000,2941,1512,2040,0
360000,1,1,1,37,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,1
500000,2,2,1,48,0,0,0,0,0,0,39734,137549,108030,117243,4500,4500,5000,50000,4578,0
130000,1,2,2,27,0,0,0,0,0,0,116646,110317,106028,5578,4000,3863,3831,4136,5385,0
60000,2,1,2,26,-2,-2,-2,-2,-2,-2,17873,2933,4933,3000,1000,0,2000,0,13072,0
240000,1,1,1,39,-1,-1,-1,-1,-1,-1,33984,6904,0,3000,7104,15980,0,9060,3935,0
100000,2,2,1,40,-2,-2,-2,-2,-2,-2,-14,4091,5955,1466,4091,3020,5955,0,2835,0
150000,2,2,1,38,-1,-1,-1,-1,-1,-1,5195,7444,4095,4185,7447,20013,4095,25869,0,0
290000,1,2,1,39,0,0,0,0,0,0,209265,220787,228043,10000,10000,8165,9000,10000,7010,0
50000,1,2,2,43,0,0,0,-2,-2,-2,34110,0,0,3505,0,0,0,0,0,0
30000,2,2,2,46,1,-1,0,0,0,0,8891,24886,29356,28001,1245,763,5000,1164,9114,0
210000,2,2,1,35,-1,-1,-1,-1,-1,-1,1338,1409,2454,1508,1409,1549,2454,946,1525,0
100000,2,1,2,30,-1,2,0,0,-1,-1,14729,11440,44097,0,6000,0,44097,15000,0,0
30000,2,3,2,40,-1,2,-1,0,-1,-1,780,650,370,0,650,0,500,0,800,0
30000,2,3,2,34,-1,-1,-1,-1,-1,-2,9318,15685,0,10621,15685,5827,0,0,0,0
80000,2,3,1,34,2,3,2,2,2,0,78489,74847,78257,0,0,6000,0,3200,3000,0
30000,2,2,2,24,2,2,7,7,7,7,2550,2550,2550,0,0,0,0,0,0,1
70000,2,3,2,41,0,0,0,0,0,0,32581,33481,34227,2000,1500,1138,1806,1383,1250,0
470000,2,1,2,27,-1,-1,-1,-1,-1,-1,2981,1512,6556,3182,1512,3657,6556,3772,957,0
180000,2,1,1,39,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,1
20000,1,2,1,32,0,0,0,0,0,0,17106,19424,19600,1458,1600,384,392,400,0,1
420000,1,1,1,60,0,0,0,0,0,0,195379,200431,202789,8003,7529,10005,8015,10018,7715,0
100000,2,2,2,29,0,0,2,0,0,2,95205,99504,99711,9300,0,3400,6800,0,3500,1
130000,2,3,1,53,0,0,0,0,0,0,18614,22386,25436,2343,2386,2296,1536,2451,2659,0
200000,1,1,1,34,-1,-1,-1,-1,-1,-1,780,390,390,0,390,3672,390,390,390,0
150000,1,1,2,44,1,2,-1,-1,0,0,10710,800,54588,137,15800,56800,0,7,79447,0
410000,2,1,2,30,0,-1,-1,0,0,-1,6972,15106,10959,3188,15106,6000,0,8341,17331,0
30000,1,1,1,40,-1,-1,-1,-1,-1,-1,1047,318,0,447,318,258,0,318,1991,1
20000,1,2,2,23,1,2,0,0,0,-2,9352,9823,0,0,1000,200,0,0,0,1
130000,2,2,2,30,0,0,0,0,-2,-2,126834,15621,0,5802,1000,0,0,0,0,0
180000,2,1,2,28,-2,-2,-2,-2,-2,-2,0,0,0,0,0,1430,0,0,0,0
120000,1,1,2,32,0,0,0,0,0,0,45117,46247,45854,3000,3000,2000,2000,1500,1500,0
190000,2,3,1,27,0,0,2,-1,-1,0,43903,21811,107441,10882,0,2921,107441,4000,3700,0
30000,2,2,1,53,0,0,0,0,0,0,26891,28827,26199,2000,1500,1000,1000,1351,1000,0
170000,1,1,2,28,0,0,0,0,0,0,73254,63311,51663,2500,3000,2200,2000,1700,1500,0
120000,1,3,1,32,1,2,2,2,2,2,110826,114719,117729,6000,4500,4400,4000,5000,4700,0
50000,1,2,2,34,1,2,2,2,0,0,35548,50319,39207,0,21220,13,1510,15018,21,0
100000,1,2,2,50,1,-1,-1,0,0,-2,0,44591,0,2976,44591,0,0,0,0,0
20000,2,2,2,26,2,2,2,2,2,0,10372,12393,13817,3000,0,2000,0,1000,3000,1
40000,1,1,2,25,-1,-1,-1,0,0,-1,511,1531,506,513,1531,0,0,499,0,1
300000,1,1,1,45,-1,-1,-1,-1,-1,-2,1095,2228,0,2941,2228,452,0,0,0,0
230000,2,3,1,37,1,-2,-2,-2,-1,-1,0,0,2533,0,0,0,2533,0,500,0
280000,2,1,1,38,-1,-1,2,0,0,-1,5165,6455,0,6455,11,5,0,4694,5292,1
450000,2,1,3,37,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0
260000,1,2,2,30,0,0,0,0,0,0,7426,7757,8407,2000,1757,2000,2000,2000,2000,0
50000,2,3,1,39,0,0,0,0,-2,-2,43994,37600,0,5000,5000,0,0,0,5000,0
50000,2,2,1,29,2,2,7,7,7,6,2550,2550,2550,0,0,0,0,0,0,1
240000,2,2,1,36,0,0,0,0,0,0,227797,185654,186501,10011,7722,9000,8000,7000,7000,0
70000,2,2,1,32,1,2,2,2,2,2,22914,23275,24051,1700,0,2000,0,3000,600,0
60000,2,2,2,30,0,0,0,0,0,0,60922,60850,40580,3205,2850,1578,1580,1416,2512,0
230000,2,2,1,31,0,0,0,0,0,0,160413,126107,82694,6011,5012,2000,2300,2400,1500,0
30000,1,1,2,27,0,0,0,0,0,0,27159,28838,28428,1500,1749,1200,1100,1465,1386,0
80000,2,3,1,29,1,2,0,0,0,0,80867,77343,79915,0,3000,2744,3022,6000,2800,1
360000,2,2,1,40,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0
200000,2,1,1,49,0,0,0,0,0,0,51024,36052,40555,10000,10021,5000,6000,10000,10000,0
150000,2,1,2,37,-1,2,2,-1,-1,-2,180,1402,-13,1402,0,3244,0,0,0,0
260000,2,1,1,42,-2,-2,-2,-2,-2,-2,387,450,268,616,450,773,268,402,334,0
180000,2,2,2,24,0,0,0,0,0,0,126420,136925,24610,6519,10000,3000,2000,2000,1000,0
220000,2,3,1,32,-1,0,0,0,0,0,8178,9110,7084,9140,9046,6007,5030,5019,5018,0
180000,2,1,2,40,0,0,0,0,0,0,42790,45172,95432,1800,2000,2000,2332,5000,1000,0
90000,2,4,3,46,0,0,0,0,0,0,77263,21066,20327,8333,1494,600,1000,1000,257,0
20000,1,2,2,24,0,0,2,0,0,0,14558,16635,17268,3200,0,600,1840,800,626,0
290000,2,2,2,31,0,0,0,0,0,0,172758,181392,172835,8100,9000,6500,7000,6800,7000,0
210000,1,2,1,35,-1,-1,2,0,-1,-1,396,792,396,1188,0,0,396,396,396,0
20000,1,1,2,31,0,0,0,0,0,0,18551,20546,19754,1647,1598,692,697,777,797,0
310000,2,1,2,27,0,0,0,0,0,0,115126,102306,87681,5222,5197,4000,5000,3980,3271,0
240000,1,2,1,42,0,0,-1,-1,-1,-1,66394,7117,5530,1273,7117,2905,5530,46275,17446,0
330000,2,2,1,42,-2,-1,2,2,-2,-1,-4,2996,-3,15450,0,209,3,503,0,1
310000,2,2,2,29,0,-1,-1,0,0,-1,1469,9794,8944,1340,9794,7004,1000,89137,4150,1
30000,1,2,2,26,2,2,2,2,2,2,200,200,200,0,0,0,0,0,0,1
470000,1,1,1,37,0,0,0,0,0,0,134561,165474,119006,150055,7046,10000,15029,15017,10023,0
280000,2,1,1,56,0,0,0,0,0,0,89739,77944,79277,4000,6000,6000,7000,5000,5000,0
120000,2,1,1,34,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0
240000,1,2,2,28,-1,-1,-1,-1,-1,-1,4882,2747,4092,5220,2773,4614,4104,4374,2443,1
800000,1,2,1,53,-1,-1,-1,0,0,-1,7639,64535,12590,11145,64657,131,247,9366,63482,0
320000,2,1,2,30,-1,-1,-1,-2,-2,-1,1663,1189,2701,7025,1189,0,2701,2043,0,1
140000,2,1,1,34,0,0,0,0,0,0,103288,93615,88128,4500,4126,3509,3500,4000,3500,0
20000,1,2,2,25,2,2,2,2,0,0,8880,10087,10082,1500,700,0,1000,1400,0,0
160000,2,2,2,43,1,-2,-2,-2,-2,-1,0,0,0,0,0,0,0,695,0,0
280000,2,2,1,38,0,0,0,0,0,0,237821,237301,207802,11000,20000,10000,10000,15000,10000,0
330000,2,2,2,33,0,0,0,0,0,0,166917,149325,138627,7400,6600,4800,5000,5400,5100,0
230000,2,1,1,24,-1,-1,-1,0,0,-1,35000,44884,6905,35000,44884,202,405,237,3566,0
50000,1,2,2,25,-1,2,2,-2,-2,-2,1170,0,0,0,0,0,0,0,0,1
210000,2,2,2,33,1,0,0,0,0,0,21854,18796,118877,2269,3000,100004,4000,3687,3500,0
170000,1,2,2,29,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0
220000,1,1,2,47,0,0,0,0,0,0,159351,167631,172967,6000,7536,6231,6271,13500,0,0
90000,1,1,2,30,-1,-1,-1,-1,-1,-1,1166,930,2250,1918,1194,930,2250,930,930,0
20000,1,2,1,26,1,2,2,2,2,2,11338,12380,12894,0,2000,0,1203,0,1700,0
480000,2,2,1,31,0,0,0,0,0,0,20824,20885,23031,5004,5000,795,5000,5000,10000,0
140000,1,1,1,36,0,0,0,0,0,0,40836,42977,45093,2001,2100,2000,2000,2000,5000,0
160000,1,1,1,41,0,0,0,0,-2,-2,97266,102650,0,3769,5000,0,0,0,0,0
80000,2,2,1,41,0,0,0,0,0,0,78337,78206,73733,3500,3700,3000,3000,2793,3000,1
100000,2,1,2,22,2,0,0,0,0,0,72222,75427,78711,3400,3400,3000,3500,3200,2000,0
310000,2,2,2,35,0,0,0,0,0,0,184404,175348,139156,6225,5808,4312,4427,4524,4263,0
200000,2,2,1,36,-1,-1,-1,-1,-1,-1,371,371,3784,37647,371,2977,3784,10579,10546,0
50000,1,2,1,55,0,0,0,0,0,0,25330,26866,26871,1745,1717,914,1000,963,1112,0
100000,2,2,1,39,2,2,0,0,0,0,78353,79151,82405,1200,3400,2900,3500,3000,6100,1
240000,2,1,2,26,1,-1,-1,-1,-1,-1,0,651,127,189,651,0,127,0,0,0
30000,1,2,1,53,0,0,0,0,0,0,18112,19004,24541,1329,1267,683,8000,2731,0,0
180000,1,3,1,43,-1,-1,-1,-1,-1,-1,3690,4685,218,15682,4699,238,218,6710,11949,0
40000,2,1,2,24,0,0,0,0,2,0,38272,40007,40689,2000,2000,3100,0,1500,1500,1
70000,2,2,1,31,0,0,0,0,0,0,71065,70882,69030,2566,2775,2381,3000,2452,2608,0
50000,2,2,2,22,0,0,2,0,0,0,30631,28301,27173,4809,0,1200,1500,943,1142,0
500000,1,2,2,30,1,0,0,0,0,0,2817,47403,46054,5037,47221,5026,16005,2000,1000,0
200000,2,1,2,33,-1,-1,-1,-1,-2,-2,390,780,0,0,780,0,0,0,0,0
250000,1,1,1,51,2,2,2,2,2,2,2487,2487,2487,0,0,0,0,0,0,1
50000,1,1,1,49,1,2,2,0,0,0,48518,45385,31278,1800,82,1500,10000,1062,549,0
180000,1,2,1,33,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0
160000,2,1,1,42,-1,-1,-1,-1,-1,-1,3607,1058,2534,4417,1058,2146,2534,2242,2254,0
20000,1,2,2,40,1,2,2,2,3,2,15476,15975,17336,1600,0,2500,0,0,2000,0
50000,2,2,1,44,0,0,0,0,0,0,27321,22581,18813,1415,1500,700,700,629,488,0
20000,2,1,2,23,0,0,0,0,0,0,17165,19573,19642,1500,1600,700,1000,1000,1000,0
150000,2,1,2,24,-1,-1,-1,-1,-1,-1,291,291,441,291,291,658,441,1197,8007,0
360000,1,2,2,48,0,0,0,0,0,0,29269,23202,26734,1500,2000,2000,2000,2000,3000,0
20000,1,2,2,28,0,0,0,0,0,0,8814,21774,10539,1500,1200,378,389,400,600,0
170000,2,2,2,32,0,0,0,0,0,0,71752,74707,75845,2687,2671,3100,3286,1100,1000,0
30000,1,3,2,42,0,0,2,0,0,-1,27742,29105,28840,4600,0,1060,1091,1319,565,0
80000,2,2,1,29,0,0,0,0,0,0,49528,39720,29488,1730,1644,1222,1400,10000,1200,0
110000,2,2,2,25,0,0,0,0,0,0,111115,111815,78541,6000,5000,3000,3100,3000,3000,0
140000,1,2,2,25,-1,-1,-1,-1,-1,-1,1198,1516,249,4660,2000,0,2200,1500,1400,0
50000,1,2,2,34,0,0,0,0,-2,-2,50713,44415,0,3000,1000,0,0,0,0,0
120000,2,2,1,34,0,0,0,0,0,0,88210,86353,82469,3300,3022,3100,3000,3100,3000,0
10000,1,3,2,22,0,0,0,0,0,0,18289,10203,9857,1317,1303,334,373,326,1359,0
20000,2,1,1,43,-1,-1,-1,0,0,-2,1716,2500,0,4027,2500,0,0,0,0,0
180000,2,1,2,31,-1,-1,-1,-1,0,0,4582,316,2756,1359,316,3072,0,0,316,1
240000,2,2,2,24,0,0,0,0,0,-1,50787,31783,36783,1601,1400,3000,3180,37102,904,0
120000,1,2,1,30,1,2,0,0,0,0,6305,8786,10763,1000,2000,177,2000,1000,0,1
150000,2,1,2,28,0,0,-1,4,3,2,8982,1187,882,0,1187,0,0,0,583,0
30000,1,3,1,55,2,2,7,7,7,7,2395,2395,2395,0,0,0,0,0,0,1
80000,1,1,2,31,-1,-1,0,0,0,0,17873,64047,48620,65592,2051,2002,2013,2004,2000,0
50000,1,1,1,28,0,0,-2,-2,-2,-2,4545,0,0,0,0,0,0,0,0,1
30000,2,3,1,58,2,2,2,2,2,2,26580,27905,29239,1800,1000,0,2518,1185,1200,1
200000,1,1,1,29,-1,-1,-1,-1,-1,-1,9585,820,6617,1735,824,1889,6617,3986,2460,0
480000,2,2,2,31,-1,-1,-1,-1,-1,-1,1759,1759,1759,1759,1759,1759,1759,1759,1759,1
50000,1,2,2,55,2,0,0,0,0,0,21133,19641,16026,1325,1506,713,582,600,607,1
30000,1,2,1,23,2,2,2,2,2,2,28224,28635,30525,1800,150,2250,1000,0,700,1
300000,2,1,2,31,-1,-1,-1,-1,-1,-1,7834,316,316,1093,316,316,316,316,316,1
500000,2,2,1,36,0,0,0,0,0,-1,4952,8544,5839,3008,4005,8048,131,9213,111,0
350000,1,1,2,30,-1,0,-1,-1,-1,-1,18265,2071,1011,16158,2081,2929,1016,23738,919,0
150000,1,1,1,41,-2,-2,-2,-2,-2,-1,6780,3260,0,10638,3260,0,0,1081,0,0
30000,1,2,1,46,0,0,0,0,-2,-2,20328,3395,0,1582,1033,0,0,0,0,0
20000,2,1,2,25,1,2,0,0,0,0,20420,14400,17000,2,2000,3000,0,3000,0,0
380000,2,2,2,41,0,0,0,0,0,0,302130,236316,224022,10018,10000,15000,30000,30251,20000,0
70000,2,1,1,42,0,0,0,0,0,2,40466,42520,46664,1994,1709,1567,4000,1600,2000,1
300000,2,2,1,40,-1,-1,-1,-1,-1,-1,2991,4043,172,1278,4045,685,172,402,4080,0
160000,1,3,2,27,1,2,-1,0,0,0,80166,34073,99436,0,142848,1800,90000,3300,3400,1
230000,2,2,2,32,1,-1,-1,0,-1,-1,328,2015,1479,1621,2015,10,1479,3104,1152,0
260000,1,1,1,51,-1,-1,2,-1,-1,-1,229,476,814,674,0,2880,814,605,1776,0
360000,1,2,1,37,-2,-2,-2,-2,-2,-1,194836,128307,0,5180,5564,2850,0,87754,3159,0
50000,2,2,2,26,0,0,-1,0,-1,0,49028,780,850,2400,780,0,850,18000,1000,0
20000,1,2,2,24,-1,-1,-1,-2,-2,-2,2500,-380,-380,3068,0,0,0,0,0,0
140000,2,2,2,29,0,0,0,0,0,0,116597,47397,46264,3018,3000,1356,2000,2000,1500,0
50000,1,2,2,24,0,0,-1,0,0,0,44687,39877,29309,2138,44447,2202,2004,1202,1051,0
50000,1,3,2,27,0,0,0,0,0,0,45002,45120,46975,2100,2100,1800,2000,3100,1300,0
50000,1,2,2,28,0,0,0,0,0,0,39103,41462,43011,1667,1987,1655,1710,1719,1616,0
50000,2,1,2,22,0,0,0,-1,-1,-2,24763,30455,0,10000,1175,2000,0,0,0,1
80000,2,1,2,24,-1,0,0,0,0,0,75356,77700,59527,5000,4176,4000,3000,2141,3000,0
90000,2,2,1,28,0,0,0,0,0,0,24657,26406,19726,1500,1500,1508,1000,1000,800,0
50000,2,2,1,27,-1,-1,-1,-1,-1,-1,492,492,492,493,493,493,493,471,7739,0
270000,2,2,1,32,0,0,0,0,0,0,116315,122249,105064,6500,6843,6284,3617,3716,4035,0
60000,2,2,2,34,1,2,0,0,0,0,64684,60031,28282,0,2459,1433,990,2419,0,0
240000,2,2,1,35,-2,-2,-2,-2,-2,-2,3862,0,0,1783,0,0,0,0,2500,0
240000,1,1,2,36,0,0,0,0,0,0,131477,62378,157391,6009,3017,1048,150004,5613,5809,0
30000,1,3,1,43,1,3,2,2,2,2,22494,21207,22818,0,0,2645,0,2029,1027,1
50000,1,2,2,42,1,2,0,0,0,0,51047,49053,17756,0,2200,2180,1000,1000,800,0
370000,1,2,2,33,0,0,0,2,0,0,72322,78423,81698,4252,5500,4500,2926,3182,3043,0
50000,1,2,1,34,1,2,0,0,0,0,49372,47992,28086,0,2500,3500,1000,3397,0,0
130000,1,2,2,35,0,0,-1,0,0,0,2541,7609,9741,0,7609,2500,1600,510,299,0
20000,1,2,2,40,1,4,3,2,2,2,17361,16253,16832,0,0,0,1400,0,603,0
410000,1,2,2,39,0,0,0,0,0,0,335938,321091,268891,14000,13014,30000,12000,10000,9040,0
50000,1,1,1,47,0,0,0,0,0,0,47695,51636,53283,2657,2743,2668,1712,1762,1894,0
30000,1,1,2,42,1,2,2,2,0,0,31217,31380,30028,0,3600,0,1100,1050,1000,0
20000,1,2,1,44,0,0,2,0,0,0,16401,9264,11826,3000,1000,3000,1000,2000,1000,0
50000,1,1,1,41,0,0,0,2,2,2,34384,38931,44357,2000,4000,0,7000,0,2000,0
360000,1,1,1,36,-2,-2,-2,-2,-2,-2,8162,587,1745,3144,590,1670,1748,600,11883,0
70000,1,2,2,45,1,2,2,2,2,0,9728,12251,11865,0,3000,600,0,450,500,0
160000,1,3,2,38,0,0,0,0,0,0,47268,45688,48712,2725,2767,2769,1791,1928,1960,0
20000,1,2,2,38,0,0,0,0,0,0,19817,20242,20059,2000,1700,1300,1008,1700,1000,0
110000,1,2,1,39,0,0,0,0,0,0,64494,40359,36819,4000,3007,3000,3000,3000,4000,0
50000,1,2,1,45,1,2,0,0,0,0,20530,18256,19874,0,3000,2000,1000,2000,0,0
80000,1,2,1,32,0,0,0,0,0,0,75149,72626,28653,4003,3003,2003,1146,1403,1503,0
150000,1,1,1,31,-1,-1,-1,-2,-2,-1,1600,0,0,1815,0,0,0,16877,25069,0
290000,1,2,2,42,0,0,0,0,0,0,76063,65814,60901,4434,3814,2861,1901,2023,3719,0
340000,1,3,1,48,0,0,0,0,0,0,4726,65826,53845,1379,61883,2147,1855,1774,1541,0
110000,1,3,1,43,0,0,0,0,0,0,103225,108831,54971,4500,5000,3043,2000,3000,5000,0
150000,1,1,1,46,2,2,2,2,2,2,148364,150254,40150,5400,5026,1722,1500,3000,108058,1
280000,1,2,1,38,-2,-2,-2,-2,-2,-2,3596,1067,1805,963,1072,3422,1814,2162,1757,0
20000,1,2,1,46,0,0,3,2,0,0,8168,11834,780,4600,0,0,0,0,930,1
180000,1,2,1,36,2,2,2,2,2,2,114140,117426,120528,5000,5000,5000,5000,5000,0,1
50000,1,1,2,39,0,0,0,2,0,0,33307,50694,17299,6000,13000,0,1000,1000,2000,1
200000,1,1,1,38,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,1
280000,1,2,2,35,-2,-2,-2,-2,-2,-2,117,14027,475,1375,14111,0,477,5063,415,0
100000,1,1,1,35,0,0,0,2,2,0,65451,78115,77373,8000,7000,3000,0,3000,6000,0
50000,1,2,2,33,0,0,0,0,0,0,8406,8347,6294,3000,3000,7508,1000,1000,1500,0
210000,1,1,1,38,0,0,0,-2,-2,-2,81582,654,302,4000,1584,300,0,500,476,0
280000,1,2,1,33,0,0,0,0,0,-1,22331,23359,-1353,1371,1389,1175,0,95049,3308,0
350000,1,1,1,39,-2,-2,-2,-2,-2,-2,3948,5339,0,2184,10678,0,0,0,0,0
230000,1,3,2,39,-1,-1,-1,2,-1,0,948,1728,1172,1156,1728,0,1172,0,776,0
100000,1,1,2,40,0,0,0,0,2,0,97582,96270,94518,5000,5000,6000,0,484,0,0
390000,1,1,1,35,0,0,0,0,0,0,24297,43996,49414,5000,20000,5006,5006,5008,3004,0
210000,1,2,1,40,-1,-1,-2,-2,-2,-2,3180,0,0,0,0,0,0,0,0,0
50000,1,3,2,47,0,0,0,0,0,0,29789,29305,27745,1763,1759,1439,979,1164,1300,0
50000,1,3,1,44,0,0,0,0,0,0,15109,17217,18369,1263,1363,1151,515,670,780,0
340000,1,1,1,42,0,-1,-1,-1,2,-1,13454,-2429,3630,15074,528,15303,13,3615,6765,0
300000,1,2,2,38,1,-1,0,0,0,0,5256,3523,5055,4000,2000,3000,0,0,0,0
150000,1,3,1,37,-1,-1,-1,-1,-1,-1,8027,10292,7522,7129,11000,3141,7531,3929,0,0
200000,1,1,3,45,0,0,0,0,0,0,74416,77516,80141,3061,3200,3196,2700,2714,8918,0
350000,1,1,2,34,1,2,0,0,2,0,334427,254410,8415,332,81256,8441,6,8013,1006,1
20000,1,2,2,34,0,0,0,0,0,0,17809,16691,18318,1300,1300,1500,1000,1000,1000,0
470000,1,2,1,35,0,0,0,0,0,0,170812,177566,183417,6500,8000,9000,7000,8000,8000,1
200000,1,1,1,39,0,0,0,0,0,2,132589,139725,149894,4900,6600,6700,11200,5700,5900,1
20000,1,3,2,40,1,3,2,0,0,0,9080,8505,10395,0,0,1200,1000,1000,1000,0
230000,1,1,1,37,-2,-2,-2,-2,-2,-2,211,155,75,162,155,155,75,635,2336,0
200000,1,2,2,33,0,0,0,0,0,0,154000,76667,49407,5000,5000,88300,5000,3000,2000,1
70000,1,3,1,34,0,0,0,0,0,0,63580,66566,58986,3000,3002,2500,3000,3000,2502,0
20000,1,3,1,38,2,0,0,-1,-1,-1,19868,19900,390,1515,1000,390,390,0,780,1
10000,1,2,2,34,0,0,0,0,0,0,9178,9484,10084,1500,2257,1200,500,500,600,0
100000,1,3,2,35,2,2,2,2,2,2,67646,70638,72705,3300,3100,2800,2800,2800,2800,1
130000,1,3,1,39,-2,-1,-1,-1,-1,-1,957,1625,2464,6220,1628,730,2466,1145,650,0
240000,1,1,1,46,-2,-2,-2,-2,-2,-2,7278,437,9411,804,437,11705,9473,1405,164705,0
590000,1,1,2,33,0,0,-1,0,0,0,42337,68573,30510,60092,68753,10000,15033,25965,20377,0
420000,1,1,2,39,0,0,0,0,0,0,403552,368259,338552,13703,15581,13000,12000,13000,12013,0
360000,1,2,1,34,-1,-1,-1,-1,-1,-1,5375,7799,0,0,7799,8528,0,4186,0,0
280000,1,1,1,35,0,0,0,0,0,2,59188,244092,177595,100000,101585,90762,50119,282,50436,0
400000,1,1,1,35,-2,-2,-2,-2,-2,-2,0,98,1699,2720,98,45869,1699,0,2024,0
10000,1,2,1,35,0,0,0,0,0,0,5828,8830,10025,2000,1400,1162,500,600,0,0
110000,1,2,1,35,1,2,0,0,0,0,112829,110313,48641,0,6307,5093,2008,2010,3000,1
220000,1,1,2,47,-1,2,-1,-1,-1,-1,628,290,346,1,291,5159,347,428,14473,0
130000,1,2,1,46,0,0,0,0,0,0,89634,94519,101299,5000,5000,5000,5000,10000,5000,0
50000,1,2,2,33,0,0,0,0,0,0,45853,34713,19508,5435,2109,1576,1000,2000,1000,0
520000,1,1,2,34,0,0,0,0,0,0,203647,178531,162864,6501,7001,5989,5701,6001,6001,0
30000,1,2,2,47,1,3,2,0,0,0,15783,15693,18299,0,1000,1500,1659,2129,0,1
50000,1,4,1,45,0,0,0,0,-1,0,33634,34948,848,2000,1000,0,900,2,1749,0
260000,1,2,1,32,0,0,-1,-1,-1,0,29389,12001,43849,2796,12173,20619,43968,3014,2021,0
210000,1,2,1,44,-2,-2,-2,-2,-2,-2,245,141,-104,245,141,88,0,0,0,0
500000,1,1,2,38,0,-1,-1,0,0,0,130700,154653,425957,15785,154653,338394,16000,500,19999,0
120000,1,1,1,33,0,0,0,0,0,0,119684,113997,117945,5000,4200,5000,5000,4200,4100,0
110000,1,2,2,32,0,0,0,0,0,0,97510,94503,91794,3300,3838,3056,8000,3000,3200,0
420000,1,1,2,32,-2,-2,-2,-2,-2,-1,11728,4829,7597,8904,4866,12241,7635,17858,10057,0
80000,1,3,1,41,0,0,0,0,0,-1,76015,60311,21071,3008,3000,5000,10000,2099,0,1
300000,1,2,1,41,0,0,0,0,-1,0,39260,16703,10154,2052,3012,2048,10154,0,4589,0
260000,1,1,2,35,2,2,2,0,0,2,139582,145333,160810,13400,0,6910,16502,0,5847,1
500000,1,1,1,42,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0
20000,1,2,1,37,3,2,0,0,0,0,20334,3455,4448,0,1096,1000,89,256,0,0
160000,1,1,2,36,0,0,0,0,0,0,156775,146063,96654,5145,5187,5014,3000,3251,3104,0
290000,1,1,2,34,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0
360000,1,1,1,32,0,0,0,0,0,0,120533,128518,135626,6000,6000,8000,4918,5000,3300,0
200000,1,4,1,35,-2,-2,-2,-1,0,0,3000,5028,14482,5752,5028,13800,2900,3100,305,0
